"Dist Code","Year","State Code","State Name","Dist Name","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)"
"240","2014","16","Uttarakhand","Chamoli","0.0","0.0","0.0"
"240","2015","16","Uttarakhand","Chamoli","0.0","0.0","0.0"
"240","2016","16","Uttarakhand","Chamoli","0.0","0.0","0.0"
"240","2017","16","Uttarakhand","Chamoli","0.0","0.0","0.0"
"241","2008","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2009","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2010","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2011","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2012","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2013","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2014","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2015","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2016","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"241","2017","16","Uttarakhand","Uttar Kashi","0.0","0.0","0.0"
"242","2008","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2009","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2010","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2011","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2012","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2013","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2014","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2015","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2016","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"242","2017","16","Uttarakhand","Tehri Garhwal","0.0","0.0","0.0"
"243","2008","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2009","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2010","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2011","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2012","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2013","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2014","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2015","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2016","16","Uttarakhand","Garhwal","0.0","0.0","0.0"
"243","2017","16","Uttarakhand","Garhwal","0.0","0.0","1000.0"
"244","2008","16","Uttarakhand","Dehradun","0.15","0.12","800.0"
"244","2009","16","Uttarakhand","Dehradun","0.1","0.08","800.0"
"244","2010","16","Uttarakhand","Dehradun","0.13","0.14","1076.92"
"244","2011","16","Uttarakhand","Dehradun","0.13","0.14","1076.92"
"244","2012","16","Uttarakhand","Dehradun","0.08","0.09","1125.0"
"244","2013","16","Uttarakhand","Dehradun","0.05","0.06","1200.0"
"244","2014","16","Uttarakhand","Dehradun","0.07","0.08","1142.86"
"244","2015","16","Uttarakhand","Dehradun","0.07","0.08","1142.86"
"244","2016","16","Uttarakhand","Dehradun","0.05","0.06","1297.87"
"244","2017","16","Uttarakhand","Dehradun","0.01","0.02","1416.67"
"601","2008","17","Assam","Cachar","0.0","0.0","0.0"
"601","2009","17","Assam","Cachar","0.0","0.0","0.0"
"601","2010","17","Assam","Cachar","0.0","0.0","0.0"
"601","2011","17","Assam","Cachar","0.0","0.0","0.0"
"601","2012","17","Assam","Cachar","0.0","0.0","0.0"
"601","2013","17","Assam","Cachar","0.0","0.0","0.0"
"601","2014","17","Assam","Cachar","0.0","0.0","0.0"
"601","2015","17","Assam","Cachar","0.0","0.0","0.0"
"601","2016","17","Assam","Cachar","0.0","0.0","0.0"
"601","2017","17","Assam","Cachar","0.0","0.0","0.0"
"602","2008","17","Assam","Darrang","0.0","0.0","0.0"
"602","2009","17","Assam","Darrang","0.0","0.0","0.0"
"602","2010","17","Assam","Darrang","0.0","0.0","0.0"
"602","2011","17","Assam","Darrang","0.0","0.0","0.0"
"602","2012","17","Assam","Darrang","0.0","0.0","0.0"
"602","2013","17","Assam","Darrang","0.0","0.0","0.0"
"602","2014","17","Assam","Darrang","0.0","0.0","0.0"
"602","2015","17","Assam","Darrang","0.0","0.0","0.0"
"602","2016","17","Assam","Darrang","0.0","0.0","0.0"
"602","2017","17","Assam","Darrang","0.0","0.0","0.0"
"603","2008","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2009","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2010","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2011","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2012","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2013","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2014","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2015","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2016","17","Assam","Dibrugarh","0.0","0.0","0.0"
"603","2017","17","Assam","Dibrugarh","0.0","0.0","0.0"
"604","2008","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2009","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2010","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2011","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2012","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2013","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2014","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2015","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2016","17","Assam","Goalpara","0.0","0.0","0.0"
"604","2017","17","Assam","Goalpara","0.0","0.0","0.0"
"605","2008","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2009","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2010","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2011","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2012","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2013","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2014","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2015","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2016","17","Assam","Kamrup","0.0","0.0","0.0"
"605","2017","17","Assam","Kamrup","0.0","0.0","0.0"
"606","2008","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2009","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2010","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2011","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2012","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2013","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2014","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2015","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2016","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"606","2017","17","Assam","Karbi Anglong","0.0","0.0","0.0"
"607","2008","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2009","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2010","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2011","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2012","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2013","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2014","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2015","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2016","17","Assam","Lakhimpur","0.0","0.0","0.0"
"607","2017","17","Assam","Lakhimpur","0.0","0.0","0.0"
"608","2008","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2009","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2010","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2011","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2012","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2013","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2014","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2015","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2016","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"608","2017","17","Assam","North Cachar Hil / Dima hasao","0.0","0.0","0.0"
"609","2008","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2009","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2010","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2011","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2012","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2013","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2014","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2015","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2016","17","Assam","Nagaon","0.0","0.0","0.0"
"609","2017","17","Assam","Nagaon","0.0","0.0","0.0"
"610","2008","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2009","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2010","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2011","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2012","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2013","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2014","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2015","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2016","17","Assam","Sibsagar","0.0","0.0","0.0"
"610","2017","17","Assam","Sibsagar","0.0","0.0","0.0"
"626","2008","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2009","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2010","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2011","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2012","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2013","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2014","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2015","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2016","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"626","2017","18","Himachal Pradesh","Bilashpur","0.0","0.0","0.0"
"627","2008","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2009","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2010","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2011","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2012","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2013","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2014","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2015","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2016","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"627","2017","18","Himachal Pradesh","Chamba","0.0","0.0","0.0"
"629","2008","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2009","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2010","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2011","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2012","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2013","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2014","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2015","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2016","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"629","2017","18","Himachal Pradesh","Kangra","0.0","0.0","0.0"
"630","2008","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2009","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2010","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2011","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2012","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2013","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2014","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2015","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2016","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"630","2017","18","Himachal Pradesh","Kinnaur","0.0","0.0","0.0"
"631","2008","18","Himachal Pradesh","Kullu","0.04","0.03","750.0"
"631","2009","18","Himachal Pradesh","Kullu","0.05","0.04","800.0"
"631","2010","18","Himachal Pradesh","Kullu","0.03","0.02","666.67"
"631","2011","18","Himachal Pradesh","Kullu","0.05","0.05","1000.0"
"631","2012","18","Himachal Pradesh","Kullu","0.01","0.01","1000.0"
"631","2013","18","Himachal Pradesh","Kullu","0.02","0.02","1000.0"
"631","2014","18","Himachal Pradesh","Kullu","0.02","0.01","500.0"
"631","2015","18","Himachal Pradesh","Kullu","0.02","0.02","1000.0"
"631","2016","18","Himachal Pradesh","Kullu","0.02","0.02","909.09"
"631","2017","18","Himachal Pradesh","Kullu","0.01","0.02","1266.67"
"632","2008","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2009","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2010","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2011","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2012","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2013","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2014","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2015","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2016","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"632","2017","18","Himachal Pradesh","Lahul & Spiti","0.0","0.0","0.0"
"633","2008","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2009","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2010","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2011","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2012","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2013","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2014","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2015","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2016","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"633","2017","18","Himachal Pradesh","Solan","0.0","0.0","0.0"
"634","2008","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2009","18","Himachal Pradesh","Mandi","0.07","0.04","571.43"
"634","2010","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2011","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2012","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2013","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2014","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2015","18","Himachal Pradesh","Mandi","0.0","0.0","0.0"
"634","2016","18","Himachal Pradesh","Mandi","0.0","0.0","1000.0"
"634","2017","18","Himachal Pradesh","Mandi","0.0","0.0","750.0"
"635","2008","18","Himachal Pradesh","Shimla","0.01","0.01","1000.0"
"635","2009","18","Himachal Pradesh","Shimla","0.05","0.03","600.0"
"635","2010","18","Himachal Pradesh","Shimla","0.01","0.01","1000.0"
"635","2011","18","Himachal Pradesh","Shimla","0.02","0.02","1000.0"
"635","2012","18","Himachal Pradesh","Shimla","0.01","0.0","0.0"
"635","2013","18","Himachal Pradesh","Shimla","0.01","0.0","0.0"
"635","2014","18","Himachal Pradesh","Shimla","0.01","0.0","0.0"
"635","2015","18","Himachal Pradesh","Shimla","0.01","0.0","0.0"
"635","2016","18","Himachal Pradesh","Shimla","0.01","0.0","571.43"
"635","2017","18","Himachal Pradesh","Shimla","0.01","0.01","757.14"
"636","2008","18","Himachal Pradesh","Sirmaur","0.03","0.03","1000.0"
"636","2009","18","Himachal Pradesh","Sirmaur","0.04","0.02","500.0"
"636","2010","18","Himachal Pradesh","Sirmaur","0.02","0.02","1000.0"
"636","2011","18","Himachal Pradesh","Sirmaur","0.04","0.04","1000.0"
"636","2012","18","Himachal Pradesh","Sirmaur","0.01","0.01","1000.0"
"636","2013","18","Himachal Pradesh","Sirmaur","0.02","0.01","500.0"
"636","2014","18","Himachal Pradesh","Sirmaur","0.01","0.01","1000.0"
"636","2015","18","Himachal Pradesh","Sirmaur","0.01","0.01","1000.0"
"636","2016","18","Himachal Pradesh","Sirmaur","0.02","0.01","777.78"
"636","2017","18","Himachal Pradesh","Sirmaur","0.01","0.01","933.33"
"651","2008","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2009","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2010","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2011","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2012","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2013","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2014","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2015","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2016","19","Kerala","Alappuzha","0.0","0.0","0.0"
"651","2017","19","Kerala","Alappuzha","0.0","0.0","0.0"
"652","2008","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2009","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2010","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2011","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2012","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2013","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2014","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2015","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2016","19","Kerala","Kannur","0.0","0.0","0.0"
"652","2017","19","Kerala","Kannur","0.0","0.0","0.0"
"653","2008","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2009","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2010","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2011","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2012","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2013","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2014","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2015","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2016","19","Kerala","Eranakulam","0.0","0.0","0.0"
"653","2017","19","Kerala","Eranakulam","0.0","0.0","0.0"
"655","2008","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2009","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2010","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2011","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2012","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2013","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2014","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2015","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2016","19","Kerala","Kottayam","0.0","0.0","0.0"
"655","2017","19","Kerala","Kottayam","0.0","0.0","0.0"
"656","2008","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2009","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2010","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2011","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2012","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2013","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2014","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2015","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2016","19","Kerala","Kozhikode","0.0","0.0","0.0"
"656","2017","19","Kerala","Kozhikode","0.0","0.0","0.0"
"657","2008","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2009","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2010","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2011","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2012","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2013","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2014","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2015","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2016","19","Kerala","Malappuram","0.0","0.0","0.0"
"657","2017","19","Kerala","Malappuram","0.0","0.0","0.0"
"658","2008","19","Kerala","Palakkad","1.73","1.28","739.88"
"658","2009","19","Kerala","Palakkad","1.34","0.99","738.81"
"658","2010","19","Kerala","Palakkad","1.5","1.87","1246.67"
"658","2011","19","Kerala","Palakkad","1.71","2.15","1257.31"
"658","2012","19","Kerala","Palakkad","0.78","0.98","1256.41"
"658","2013","19","Kerala","Palakkad","0.71","0.87","1225.35"
"658","2014","19","Kerala","Palakkad","0.48","0.69","1437.5"
"658","2015","19","Kerala","Palakkad","0.45","0.62","1377.78"
"658","2016","19","Kerala","Palakkad","0.36","0.5","1410.61"
"658","2017","19","Kerala","Palakkad","0.27","0.38","1394.16"
"659","2008","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2009","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2010","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2011","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2012","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2013","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2014","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2015","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2016","19","Kerala","Kollam","0.0","0.0","0.0"
"659","2017","19","Kerala","Kollam","0.0","0.0","0.0"
"660","2008","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2009","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2010","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2011","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2012","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2013","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2014","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2015","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2016","19","Kerala","Thrissur","0.0","0.0","0.0"
"660","2017","19","Kerala","Thrissur","0.0","0.0","0.0"
"661","2008","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2009","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2010","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2011","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2012","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2013","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2014","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2015","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2016","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"661","2017","19","Kerala","Thiruvananthapuram","0.0","0.0","0.0"
"701","2008","8","Orissa","Balasore","16.82","30.03","1785.37"
"701","2009","8","Orissa","Balasore","15.08","25.33","1679.71"
"701","2010","8","Orissa","Balasore","14.99","18.25","1217.48"
"701","2011","8","Orissa","Balasore","19.06","36.42","1910.81"
"701","2012","8","Orissa","Balasore","18.94","37.22","1965.15"
"701","2013","8","Orissa","Balasore","16.34","32.34","1979.19"
"701","2014","8","Orissa","Balasore","13.86","27.23","1964.65"
"701","2015","8","Orissa","Balasore","10.93","21.49","1966.15"
"701","2016","8","Orissa","Balasore","11.55","23.35","2021.65"
"701","2017","8","Orissa","Balasore","10.91","21.24","1946.84"
"702","2008","8","Orissa","Bolangir","12.46","21.75","1745.59"
"702","2009","8","Orissa","Bolangir","12.4","22.1","1782.26"
"702","2010","8","Orissa","Bolangir","13.7","26.13","1907.3"
"702","2011","8","Orissa","Bolangir","13.38","24.24","1811.66"
"702","2012","8","Orissa","Bolangir","13.98","25.71","1839.06"
"702","2013","8","Orissa","Bolangir","15.49","28.89","1865.07"
"702","2014","8","Orissa","Bolangir","13.05","24.27","1859.77"
"702","2015","8","Orissa","Bolangir","11.79","21.2","1798.13"
"702","2016","8","Orissa","Bolangir","12.27","21.6","1760.39"
"702","2017","8","Orissa","Bolangir","13.67","23.62","1727.87"
"703","2008","8","Orissa","Cuttack","58.38","117.26","2008.56"
"703","2009","8","Orissa","Cuttack","59.72","111.78","1871.73"
"703","2010","8","Orissa","Cuttack","59.38","106.33","1790.67"
"703","2011","8","Orissa","Cuttack","62.29","112.92","1812.81"
"703","2012","8","Orissa","Cuttack","61.57","116.88","1898.33"
"703","2013","8","Orissa","Cuttack","60.14","114.58","1905.22"
"703","2014","8","Orissa","Cuttack","58.34","111.65","1913.78"
"703","2015","8","Orissa","Cuttack","51.29","98.13","1913.24"
"703","2016","8","Orissa","Cuttack","51.0","98.89","1939.02"
"703","2017","8","Orissa","Cuttack","39.96","77.18","1931.43"
"704","2008","8","Orissa","Dhenkanal","21.66","34.24","1580.79"
"704","2009","8","Orissa","Dhenkanal","21.67","35.0","1615.14"
"704","2010","8","Orissa","Dhenkanal","21.25","36.03","1695.53"
"704","2011","8","Orissa","Dhenkanal","21.73","39.56","1820.52"
"704","2012","8","Orissa","Dhenkanal","22.96","41.69","1815.77"
"704","2013","8","Orissa","Dhenkanal","22.83","41.18","1803.77"
"704","2014","8","Orissa","Dhenkanal","23.25","42.19","1814.62"
"704","2015","8","Orissa","Dhenkanal","22.79","40.72","1786.75"
"704","2016","8","Orissa","Dhenkanal","23.64","42.24","1786.8"
"704","2017","8","Orissa","Dhenkanal","24.38","42.52","1744.05"
"705","2008","8","Orissa","Ganjam","24.48","43.01","1756.94"
"705","2009","8","Orissa","Ganjam","22.78","36.32","1594.38"
"705","2010","8","Orissa","Ganjam","23.85","39.16","1641.93"
"705","2011","8","Orissa","Ganjam","21.14","30.28","1432.36"
"705","2012","8","Orissa","Ganjam","24.07","37.47","1556.71"
"705","2013","8","Orissa","Ganjam","32.73","54.45","1663.61"
"705","2014","8","Orissa","Ganjam","29.1","47.53","1633.33"
"705","2015","8","Orissa","Ganjam","19.15","28.44","1485.12"
"705","2016","8","Orissa","Ganjam","16.45","28.68","1743.47"
"705","2017","8","Orissa","Ganjam","14.96","27.99","1870.99"
"706","2008","8","Orissa","Kalahandi","27.03","44.29","1638.55"
"706","2009","8","Orissa","Kalahandi","28.31","43.03","1519.96"
"706","2010","8","Orissa","Kalahandi","23.59","41.13","1743.54"
"706","2011","8","Orissa","Kalahandi","29.56","53.35","1804.8"
"706","2012","8","Orissa","Kalahandi","25.55","47.06","1841.88"
"706","2013","8","Orissa","Kalahandi","28.61","52.39","1831.18"
"706","2014","8","Orissa","Kalahandi","29.76","54.4","1827.96"
"706","2015","8","Orissa","Kalahandi","31.47","55.09","1750.56"
"706","2016","8","Orissa","Kalahandi","27.49","48.15","1751.55"
"706","2017","8","Orissa","Kalahandi","19.0","32.09","1688.95"
"707","2008","8","Orissa","Keonjhar","2.89","3.99","1380.62"
