"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"157","2014","10","Rajasthan","Kota","33.61","93.7","2787.86"
"181","2014","4","Haryana","Jind","151.98","423.6","2787.21"
"803","2009","13","West Bengal","Nadia","238.8","664.9","2784.34"
"64","2013","5","Karnataka","Bangalore","7.75","21.56","2781.94"
"157","2017","10","Rajasthan","Kota","39.05","108.62","2781.65"
"180","2009","4","Haryana","Gurgaon","50.7","141.0","2781.07"
"633","2014","18","Himachal Pradesh","Solan","3.94","10.94","2776.65"
"655","2016","19","Kerala","Kottayam","17.77","49.33","2775.98"
"58","2010","20","Telangana","Mahabubnagar","196.7","545.77","2774.63"
"76","2016","5","Karnataka","Bijapur / Vijayapura","0.03","0.09","2774.19"
"230","2016","12","Uttar Pradesh","Kheri","182.52","506.32","2774.0"
"191","2017","12","Uttar Pradesh","Meerut","52.41","145.29","2772.12"
"181","2009","4","Haryana","Jind","136.79","379.16","2771.76"
"202","2012","12","Uttar Pradesh","Shahjahanpur","161.54","447.63","2771.02"
"70","2010","5","Karnataka","Shimoge","132.39","366.59","2769.02"
"191","2013","12","Uttar Pradesh","Meerut","56.25","155.75","2769.01"
"822","2010","13","West Bengal","West Dinajpur","439.26","1216.16","2768.66"
"807","2013","13","West Bengal","Bankura","377.61","1045.36","2768.36"
"818","2010","13","West Bengal","Midnapur","1066.2","2947.41","2764.41"
"807","2008","13","West Bengal","Bankura","371.1","1025.8","2764.21"
"807","2014","13","West Bengal","Bankura","356.09","984.16","2763.8"
"804","2012","13","West Bengal","Murshidabad","352.39","973.7","2763.13"
"236","2011","12","Uttar Pradesh","Barabanki","177.97","491.56","2762.04"
"236","2014","12","Uttar Pradesh","Barabanki","191.88","529.6","2760.06"
"907","2011","2","Bihar","Patna","186.6","515.01","2759.97"
"803","2010","13","West Bengal","Nadia","235.74","650.47","2759.27"
"98","2010","7","Maharashtra","Ratnagiri","156.0","430.11","2757.12"
"655","2010","19","Kerala","Kottayam","16.24","44.76","2756.96"
"136","2016","3","Gujarat","Sabarkantha","7.67","21.14","2756.13"
"184","2010","4","Haryana","Karnal","499.53","1375.52","2753.61"
"9","2012","6","Madhya Pradesh","Chhindwara","13.94","38.37","2752.51"
"907","2012","2","Bihar","Patna","171.92","473.05","2751.57"
"236","2015","12","Uttar Pradesh","Barabanki","186.63","513.41","2750.95"
"817","2017","13","West Bengal","Purulia","273.17","751.47","2750.89"
"191","2015","12","Uttar Pradesh","Meerut","68.4","188.14","2750.77"
"46","2012","1","Andhra Pradesh","East Godavari","401.06","1101.91","2747.49"
"807","2012","13","West Bengal","Bankura","376.29","1033.74","2747.19"
"807","2015","13","West Bengal","Bankura","360.61","990.64","2747.12"
"150","2012","10","Rajasthan","Ganganagar","29.01","79.68","2746.64"
"205","2012","12","Uttar Pradesh","Bijnor","16.12","44.27","2746.28"
"184","2008","4","Haryana","Karnal","496.47","1362.62","2744.64"
"63","2013","20","Telangana","Adilabad","90.69","248.91","2744.62"
"800","2014","13","West Bengal","24 Parganas","620.48","1702.5","2743.84"
"192","2012","12","Uttar Pradesh","Buland Shahar","21.19","58.04","2738.59"
"659","2014","19","Kerala","Kollam","3.92","10.72","2734.69"
"69","2015","5","Karnataka","Hassan","42.82","117.08","2734.24"
"27","2010","6","Madhya Pradesh","Bhind","5.6","15.3","2732.14"
"818","2014","13","West Bengal","Midnapur","1154.23","3152.73","2731.46"
"181","2016","4","Haryana","Jind","164.16","448.36","2731.24"
"71","2013","5","Karnataka","Chickmagalur","41.05","112.1","2730.82"
"811","2014","13","West Bengal","Howrah","117.36","320.39","2729.98"
"121","2011","3","Gujarat","Ahmedabad","138.29","377.46","2729.43"
"816","2017","13","West Bengal","Cooch Behar","273.05","745.2","2729.15"
"97","2016","7","Maharashtra","Raigad","113.3","309.1","2728.16"
"909","2013","2","Bihar","Bhagalpur","125.04","341.09","2727.85"
"804","2011","13","West Bengal","Murshidabad","351.02","957.31","2727.22"
"196","2012","12","Uttar Pradesh","Agra","10.15","27.68","2726.38"
"236","2016","12","Uttar Pradesh","Barabanki","183.33","499.76","2726.0"
"909","2012","2","Bihar","Bhagalpur","131.5","358.37","2725.25"
"82","2011","5","Karnataka","Kodagu / Coorg","34.22","93.23","2724.43"
"660","2016","19","Kerala","Thrissur","21.1","57.48","2724.08"
"811","2017","13","West Bengal","Howrah","110.38","300.67","2724.04"
"230","2014","12","Uttar Pradesh","Kheri","157.23","428.28","2723.91"
"166","2011","9","Punjab","Amritsar","357.0","972.0","2722.69"
"180","2012","4","Haryana","Gurgaon","49.23","134.0","2721.92"
"657","2015","19","Kerala","Malappuram","8.69","23.65","2721.52"
"97","2017","7","Maharashtra","Raigad","114.24","310.8","2720.66"
"97","2008","7","Maharashtra","Raigad","132.3","359.8","2719.58"
"180","2011","4","Haryana","Gurgaon","54.8","149.0","2718.98"
"157","2016","10","Rajasthan","Kota","41.19","111.89","2716.4"
"49","2010","1","Andhra Pradesh","Guntur","401.59","1090.52","2715.51"
"40","2012","6","Madhya Pradesh","Betul","44.86","121.76","2714.22"
"208","2012","12","Uttar Pradesh","Kanpur","71.56","194.06","2711.85"
"180","2017","4","Haryana","Gurgaon","64.2","174.0","2710.28"
"180","2013","4","Haryana","Gurgaon","55.0","149.0","2709.09"
"225","2017","12","Uttar Pradesh","Lucknow","51.62","139.73","2707.0"
"817","2011","13","West Bengal","Purulia","270.59","732.35","2706.49"
"800","2013","13","West Bengal","24 Parganas","612.93","1658.81","2706.36"
"210","2012","12","Uttar Pradesh","Allahabad","195.08","527.66","2704.84"
"121","2016","3","Gujarat","Ahmedabad","153.19","414.33","2704.69"
"207","2009","12","Uttar Pradesh","Etawah","80.1","216.62","2704.37"
"914","2013","15","Jharkhand","Dhanbad","22.1","59.72","2702.9"
"121","2010","3","Gujarat","Ahmedabad","122.94","332.07","2701.08"
"27","2012","6","Madhya Pradesh","Bhind","4.62","12.47","2699.13"
"82","2015","5","Karnataka","Kodagu / Coorg","28.34","76.49","2699.01"
"58","2016","20","Telangana","Mahabubnagar","143.31","386.46","2696.59"
"230","2013","12","Uttar Pradesh","Kheri","173.56","467.91","2695.96"
"80","2013","5","Karnataka","Dakshina Kannada","106.93","288.23","2695.5"
"196","2011","12","Uttar Pradesh","Agra","12.25","33.03","2695.22"
"208","2011","12","Uttar Pradesh","Kanpur","74.54","200.68","2692.25"
"157","2012","10","Rajasthan","Kota","12.3","33.1","2691.06"
"198","2012","12","Uttar Pradesh","Etah","20.83","56.04","2690.35"
"818","2012","13","West Bengal","Midnapur","1093.5","2940.45","2689.03"
"192","2015","12","Uttar Pradesh","Buland Shahar","116.05","311.97","2688.13"
"66","2008","5","Karnataka","Tumkur","39.82","107.01","2687.34"
"806","2009","13","West Bengal","Birbhum","357.6","960.5","2685.96"
"202","2013","12","Uttar Pradesh","Shahjahanpur","198.11","531.71","2683.91"
"216","2015","12","Uttar Pradesh","Varanasi","187.87","504.19","2683.72"
"69","2009","5","Karnataka","Hassan","47.66","127.89","2683.38"
"64","2014","5","Karnataka","Bangalore","6.84","18.35","2682.75"
"127","2016","3","Gujarat","Valsad","142.31","381.77","2682.63"
"216","2016","12","Uttar Pradesh","Varanasi","196.4","526.55","2681.03"
"56","2015","20","Telangana","Nizamabad","98.03","262.79","2680.71"
"216","2014","12","Uttar Pradesh","Varanasi","174.44","467.59","2680.52"
"58","2012","20","Telangana","Mahabubnagar","142.03","380.5","2679.01"
"98","2015","7","Maharashtra","Ratnagiri","138.2","370.2","2678.73"
"136","2015","3","Gujarat","Sabarkantha","4.73","12.67","2678.65"
"107","2011","7","Maharashtra","Kolhapur","104.9","280.88","2677.6"
"231","2013","12","Uttar Pradesh","Faizabad","219.18","586.77","2677.11"
"98","2008","7","Maharashtra","Ratnagiri","156.0","417.1","2673.72"
"816","2015","13","West Bengal","Cooch Behar","270.15","722.23","2673.44"
"196","2008","12","Uttar Pradesh","Agra","10.72","28.65","2673.14"
"71","2015","5","Karnataka","Chickmagalur","33.04","88.32","2673.12"
"180","2016","4","Haryana","Gurgaon","62.1","166.0","2673.11"
"146","2016","10","Rajasthan","Bundi","44.35","118.52","2672.73"
"658","2011","19","Kerala","Palakkad","84.0","224.41","2671.55"
"216","2012","12","Uttar Pradesh","Varanasi","174.38","465.76","2670.95"
"210","2016","12","Uttar Pradesh","Allahabad","211.76","565.56","2670.84"
"800","2016","13","West Bengal","24 Parganas","582.01","1554.29","2670.56"
"197","2012","12","Uttar Pradesh","Mainpuri","72.72","194.12","2669.52"
"210","2017","12","Uttar Pradesh","Allahabad","215.88","575.93","2667.89"
"63","2017","20","Telangana","Adilabad","93.67","249.88","2667.68"
"70","2012","5","Karnataka","Shimoge","123.31","328.9","2667.26"
"105","2010","7","Maharashtra","Sangli","20.2","53.87","2666.83"
"121","2014","3","Gujarat","Ahmedabad","130.4","347.73","2666.66"
"908","2017","2","Bihar","Mungair","192.94","514.37","2666.03"
"816","2013","13","West Bengal","Cooch Behar","273.13","727.97","2665.29"
"661","2013","19","Kerala","Thiruvananthapuram","2.0","5.33","2665.0"
"182","2011","4","Haryana","Mahendragarh / Narnaul","7.95","21.17","2664.23"
"807","2009","13","West Bengal","Bankura","377.3","1004.9","2663.4"
"64","2010","5","Karnataka","Bangalore","12.06","32.09","2660.86"
"196","2013","12","Uttar Pradesh","Agra","16.03","42.66","2660.53"
"661","2014","19","Kerala","Thiruvananthapuram","2.09","5.56","2660.29"
"41","2016","6","Madhya Pradesh","Rajgarh","1.0","2.66","2660.0"
"197","2013","12","Uttar Pradesh","Mainpuri","79.43","211.23","2659.47"
"702","2016","8","Orissa","Bolangir","332.24","883.22","2658.38"
"231","2012","12","Uttar Pradesh","Faizabad","215.59","573.06","2658.1"
"206","2016","12","Uttar Pradesh","Farrukhabad","37.59","99.89","2657.33"
"822","2012","13","West Bengal","West Dinajpur","408.21","1084.49","2656.7"
"80","2014","5","Karnataka","Dakshina Kannada","101.9","270.35","2653.09"
"84","2008","11","Tamil Nadu","South Arcot / Cuddalore","254.46","675.02","2652.75"
"657","2014","19","Kerala","Malappuram","8.4","22.28","2652.38"
"181","2011","4","Haryana","Jind","143.4","379.98","2649.75"
"658","2009","19","Kerala","Palakkad","100.52","266.23","2648.53"
"131","2016","3","Gujarat","Kheda","222.46","588.99","2647.59"
"202","2009","12","Uttar Pradesh","Shahjahanpur","201.51","533.47","2647.36"
"63","2012","20","Telangana","Adilabad","70.75","187.27","2646.93"
"131","2014","3","Gujarat","Kheda","220.87","584.24","2645.17"
"822","2011","13","West Bengal","West Dinajpur","418.08","1105.35","2643.87"
"195","2008","12","Uttar Pradesh","Mathura","42.81","113.18","2643.77"
"207","2015","12","Uttar Pradesh","Etawah","107.19","283.25","2642.5"
"208","2013","12","Uttar Pradesh","Kanpur","75.03","198.24","2642.14"
"192","2013","12","Uttar Pradesh","Buland Shahar","105.21","277.84","2640.75"
"209","2017","12","Uttar Pradesh","Fatehpur","82.06","216.65","2640.0"
"811","2010","13","West Bengal","Howrah","115.47","304.76","2639.3"
"196","2017","12","Uttar Pradesh","Agra","12.91","34.08","2638.98"
"658","2017","19","Kerala","Palakkad","75.28","198.63","2638.64"
"818","2011","13","West Bengal","Midnapur","1055.4","2784.21","2638.06"
"82","2010","5","Karnataka","Kodagu / Coorg","35.44","93.45","2636.85"
"63","2015","20","Telangana","Adilabad","57.5","151.6","2636.52"
"44","2017","1","Andhra Pradesh","Srikakulam","279.15","735.77","2635.76"
"52","2012","1","Andhra Pradesh","Ananthapur","29.05","76.45","2631.67"
"230","2015","12","Uttar Pradesh","Kheri","158.81","417.52","2629.05"
"189","2017","12","Uttar Pradesh","Saharanpur","70.55","185.44","2628.49"
"217","2016","12","Uttar Pradesh","Mirzpur","123.77","325.32","2628.42"
"53","2012","1","Andhra Pradesh","Kadapa YSR","30.75","80.8","2627.64"
"206","2011","12","Uttar Pradesh","Farrukhabad","31.11","81.74","2627.45"
"10","2015","6","Madhya Pradesh","Narsinghpur","34.0","89.33","2627.35"
"203","2014","12","Uttar Pradesh","Pilibhit","128.99","338.73","2626.02"
"659","2017","19","Kerala","Kollam","5.01","13.15","2623.75"
"822","2013","13","West Bengal","West Dinajpur","407.78","1069.76","2623.38"
"131","2015","3","Gujarat","Kheda","219.25","574.85","2621.91"
"71","2010","5","Karnataka","Chickmagalur","44.06","115.48","2620.97"
"55","2009","20","Telangana","Hyderabad","35.36","92.66","2620.48"
"206","2008","12","Uttar Pradesh","Farrukhabad","35.77","93.72","2620.07"
"661","2017","19","Kerala","Thiruvananthapuram","1.74","4.55","2620.03"
"660","2010","19","Kerala","Thrissur","20.26","53.08","2619.94"
"107","2012","7","Maharashtra","Kolhapur","108.5","283.96","2617.14"
"63","2011","20","Telangana","Adilabad","76.17","199.33","2616.91"
"205","2014","12","Uttar Pradesh","Bijnor","54.81","143.38","2615.95"
"55","2014","20","Telangana","Hyderabad","34.88","91.21","2614.97"
"712","2014","8","Orissa","Sambalpur","599.69","1567.98","2614.65"
"98","2009","7","Maharashtra","Ratnagiri","155.9","407.55","2614.18"
"207","2010","12","Uttar Pradesh","Etawah","92.75","242.45","2614.02"
"22","2010","6","Madhya Pradesh","Gwalior","24.5","64.0","2612.24"
"196","2016","12","Uttar Pradesh","Agra","13.08","34.16","2611.16"
"76","2011","5","Karnataka","Bijapur / Vijayapura","0.18","0.47","2611.11"
"657","2013","19","Kerala","Malappuram","7.55","19.71","2610.6"
"71","2014","5","Karnataka","Chickmagalur","40.34","105.3","2610.31"
"237","2008","16","Uttarakhand","Nainital","130.89","341.47","2608.83"
"800","2012","13","West Bengal","24 Parganas","595.84","1553.5","2607.24"
"816","2016","13","West Bengal","Cooch Behar","270.75","705.71","2606.44"
"70","2015","5","Karnataka","Shimoge","110.03","286.76","2606.2"
"97","2012","7","Maharashtra","Raigad","127.9","333.33","2606.18"
"190","2016","12","Uttar Pradesh","Muzaffarnagar","32.18","83.84","2605.58"
"209","2013","12","Uttar Pradesh","Fatehpur","86.46","225.23","2605.02"
"202","2011","12","Uttar Pradesh","Shahjahanpur","213.18","555.12","2604.0"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","37.16","96.76","2603.88"
"68","2016","5","Karnataka","Mandya","43.66","113.68","2603.46"
"180","2008","4","Haryana","Gurgaon","46.1","120.0","2603.04"
"217","2017","12","Uttar Pradesh","Mirzpur","123.58","321.45","2601.1"
"58","2014","20","Telangana","Mahabubnagar","160.77","418.1","2600.61"
"96","2012","7","Maharashtra","Thane","139.6","362.94","2599.86"
"55","2010","20","Telangana","Hyderabad","52.36","136.1","2599.31"
"17","2016","6","Madhya Pradesh","Panna","69.0","179.33","2598.99"
"137","2016","3","Gujarat","Surat","101.53","263.84","2598.74"
"203","2009","12","Uttar Pradesh","Pilibhit","163.42","424.58","2598.09"
"138","2016","3","Gujarat","Surendranagar","0.37","0.97","2596.77"
"816","2014","13","West Bengal","Cooch Behar","277.39","720.1","2595.98"
"131","2017","3","Gujarat","Kheda","235.19","610.28","2594.81"
"197","2015","12","Uttar Pradesh","Mainpuri","88.43","229.4","2594.1"
"165","2014","9","Punjab","Gurdaspur","202.0","524.0","2594.06"
"180","2010","4","Haryana","Gurgaon","54.0","140.0","2592.59"
"704","2016","8","Orissa","Dhenkanal","154.21","399.75","2592.24"
"157","2015","10","Rajasthan","Kota","36.14","93.68","2592.14"
"205","2015","12","Uttar Pradesh","Bijnor","51.35","133.0","2590.07"
"137","2017","3","Gujarat","Surat","105.79","273.93","2589.32"
"822","2017","13","West Bengal","West Dinajpur","417.97","1082.16","2589.08"
"107","2009","7","Maharashtra","Kolhapur","113.3","293.27","2588.44"
"192","2014","12","Uttar Pradesh","Buland Shahar","119.04","308.09","2588.11"
"194","2017","12","Uttar Pradesh","Aligarh","107.56","278.09","2585.37"
"811","2016","13","West Bengal","Howrah","115.79","299.34","2585.08"
"191","2009","12","Uttar Pradesh","Meerut","63.75","164.76","2584.26"
"197","2011","12","Uttar Pradesh","Mainpuri","76.91","198.63","2582.8"
"811","2012","13","West Bengal","Howrah","111.21","286.83","2579.17"
"80","2015","5","Karnataka","Dakshina Kannada","98.3","253.36","2577.42"
"197","2014","12","Uttar Pradesh","Mainpuri","88.63","228.38","2576.74"
"223","2017","12","Uttar Pradesh","Basti","370.85","955.54","2576.61"
"22","2009","6","Madhya Pradesh","Gwalior","21.0","54.1","2576.19"
"907","2014","2","Bihar","Patna","147.61","380.22","2575.84"
"800","2015","13","West Bengal","24 Parganas","622.27","1602.26","2574.86"
"660","2008","19","Kerala","Thrissur","27.93","71.91","2574.65"
"121","2015","3","Gujarat","Ahmedabad","130.69","336.39","2574.07"
"223","2013","12","Uttar Pradesh","Basti","368.75","949.18","2574.05"
"71","2011","5","Karnataka","Chickmagalur","45.38","116.76","2572.94"
"661","2009","19","Kerala","Thiruvananthapuram","2.94","7.56","2571.43"
"661","2015","19","Kerala","Thiruvananthapuram","2.12","5.45","2570.75"
"190","2014","12","Uttar Pradesh","Muzaffarnagar","33.7","86.62","2570.33"
"79","2014","5","Karnataka","Gulbarga / Kalaburagi","87.77","225.47","2568.87"
"128","2013","3","Gujarat","Dangs","16.81","43.18","2568.71"
"63","2008","20","Telangana","Adilabad","77.29","198.38","2566.7"
"197","2008","12","Uttar Pradesh","Mainpuri","101.04","259.08","2564.07"
"230","2012","12","Uttar Pradesh","Kheri","186.68","478.46","2563.0"
"807","2010","13","West Bengal","Bankura","198.02","507.49","2562.82"
"64","2012","5","Karnataka","Bangalore","8.92","22.85","2561.66"
"191","2016","12","Uttar Pradesh","Meerut","55.67","142.49","2559.65"
"154","2010","10","Rajasthan","Jhalawar","2.29","5.86","2558.95"
"705","2014","8","Orissa","Ganjam","301.93","772.5","2558.54"
"661","2011","19","Kerala","Thiruvananthapuram","2.4","6.14","2558.33"
"60","2011","20","Telangana","Warangal","224.35","573.94","2558.23"
"66","2009","5","Karnataka","Tumkur","36.34","92.96","2558.06"
"655","2009","19","Kerala","Kottayam","17.33","44.32","2556.94"
"711","2016","8","Orissa","Puri","294.5","752.82","2556.26"
"231","2008","12","Uttar Pradesh","Faizabad","210.1","537.02","2556.02"
"4","2016","14","Chhattisgarh","Bilaspur","727.5","1858.19","2554.21"
"234","2012","12","Uttar Pradesh","Sultanpur","160.78","410.64","2554.09"
"105","2016","7","Maharashtra","Sangli","16.8","42.9","2553.57"
"905","2014","2","Bihar","Purnea","390.34","996.73","2553.49"
"198","2011","12","Uttar Pradesh","Etah","34.46","87.99","2553.4"
"233","2017","12","Uttar Pradesh","Bahraich","239.92","612.52","2553.03"
"231","2011","12","Uttar Pradesh","Faizabad","214.45","547.45","2552.81"
"710","2016","8","Orissa","Phulbani ( Kandhamal )","97.4","248.61","2552.46"
"37","2012","6","Madhya Pradesh","Sehore","17.98","45.87","2551.17"
"186","2017","4","Haryana","Rohtak","197.13","502.65","2549.79"
"216","2011","12","Uttar Pradesh","Varanasi","179.82","458.49","2549.72"
"190","2012","12","Uttar Pradesh","Muzaffarnagar","35.44","90.35","2549.38"
"231","2016","12","Uttar Pradesh","Faizabad","213.98","545.34","2548.56"
"65","2008","5","Karnataka","Kolar","12.28","31.29","2548.05"
"191","2011","12","Uttar Pradesh","Meerut","65.75","167.52","2547.97"
"237","2010","16","Uttarakhand","Nainital","132.4","337.26","2547.28"
"182","2013","4","Haryana","Mahendragarh / Narnaul","6.38","16.24","2545.45"
"189","2012","12","Uttar Pradesh","Saharanpur","67.62","172.1","2545.1"
"633","2012","18","Himachal Pradesh","Solan","4.11","10.46","2545.01"
"181","2010","4","Haryana","Jind","142.47","362.48","2544.33"
"65","2010","5","Karnataka","Kolar","19.25","48.94","2542.34"
"60","2009","20","Telangana","Warangal","124.43","316.33","2542.23"
"53","2017","1","Andhra Pradesh","Kadapa YSR","54.98","139.76","2542.13"
"80","2012","5","Karnataka","Dakshina Kannada","105.81","268.86","2540.97"
"220","2011","12","Uttar Pradesh","Ballia","116.37","295.63","2540.43"
"914","2014","15","Jharkhand","Dhanbad","20.85","52.94","2539.25"
"190","2015","12","Uttar Pradesh","Muzaffarnagar","34.15","86.71","2539.09"
"44","2012","1","Andhra Pradesh","Srikakulam","271.63","689.11","2537.01"
"181","2015","4","Haryana","Jind","158.14","401.2","2536.96"
"713","2014","8","Orissa","Sundargarh","195.83","496.44","2535.06"
"210","2013","12","Uttar Pradesh","Allahabad","210.42","533.42","2535.03"
"222","2013","12","Uttar Pradesh","Deoria","258.23","654.34","2533.94"
"76","2012","5","Karnataka","Bijapur / Vijayapura","0.15","0.38","2533.33"
"66","2012","5","Karnataka","Tumkur","14.89","37.72","2533.24"
"811","2013","13","West Bengal","Howrah","108.64","275.13","2532.49"
"190","2013","12","Uttar Pradesh","Muzaffarnagar","30.84","78.09","2532.1"
"45","2016","1","Andhra Pradesh","Visakhapatnam","172.56","436.84","2531.46"
"55","2015","20","Telangana","Hyderabad","24.28","61.41","2529.24"
"66","2017","5","Karnataka","Tumkur","4.86","12.29","2529.02"
"197","2016","12","Uttar Pradesh","Mainpuri","78.27","197.92","2528.67"
"817","2012","13","West Bengal","Purulia","289.14","730.73","2527.25"
"205","2016","12","Uttar Pradesh","Bijnor","53.39","134.92","2527.0"
"127","2017","3","Gujarat","Valsad","121.65","307.38","2526.81"
"97","2009","7","Maharashtra","Raigad","130.4","329.43","2526.3"
"216","2013","12","Uttar Pradesh","Varanasi","187.12","472.72","2526.29"
"812","2015","13","West Bengal","Jalpaiguri","220.26","556.42","2526.2"
"210","2011","12","Uttar Pradesh","Allahabad","191.54","483.78","2525.74"
"133","2014","3","Gujarat","Mehsana","10.29","25.99","2525.58"
"192","2016","12","Uttar Pradesh","Buland Shahar","93.81","236.88","2525.21"
"633","2013","18","Himachal Pradesh","Solan","3.98","10.05","2525.13"
"203","2012","12","Uttar Pradesh","Pilibhit","51.51","130.02","2524.17"
"206","2014","12","Uttar Pradesh","Farrukhabad","33.91","85.57","2523.44"
"633","2015","18","Himachal Pradesh","Solan","3.9","9.84","2523.08"
"205","2008","12","Uttar Pradesh","Bijnor","56.94","143.66","2523.01"
"633","2017","18","Himachal Pradesh","Solan","3.9","9.84","2521.4"
"633","2016","18","Himachal Pradesh","Solan","3.86","9.73","2521.24"
"633","2011","18","Himachal Pradesh","Solan","4.09","10.31","2520.78"
"633","2010","18","Himachal Pradesh","Solan","4.11","10.36","2520.68"
"63","2014","20","Telangana","Adilabad","50.08","126.13","2518.57"
"221","2017","12","Uttar Pradesh","Gorakhpur","319.73","805.12","2518.15"
"229","2017","12","Uttar Pradesh","Hardoi","149.8","377.21","2518.0"
"911","2008","2","Bihar","Shahabad (now part of Bhojpur district)","485.47","1221.97","2517.09"
"229","2013","12","Uttar Pradesh","Hardoi","149.08","375.1","2516.1"
"138","2015","3","Gujarat","Surendranagar","0.66","1.66","2515.15"
"70","2017","5","Karnataka","Shimoge","93.52","235.1","2513.97"
"121","2009","3","Gujarat","Ahmedabad","95.25","239.4","2513.26"
"908","2014","2","Bihar","Mungair","153.82","386.55","2513.0"
"205","2017","12","Uttar Pradesh","Bijnor","50.88","127.77","2511.02"
"107","2008","7","Maharashtra","Kolhapur","114.4","287.2","2510.49"
"660","2009","19","Kerala","Thrissur","25.44","63.85","2509.83"
"222","2017","12","Uttar Pradesh","Deoria","255.14","640.36","2509.8"
"199","2011","12","Uttar Pradesh","Bareilly","162.32","407.37","2509.67"
"52","2016","1","Andhra Pradesh","Ananthapur","22.89","57.43","2509.33"
"818","2009","13","West Bengal","Midnapur","1114.7","2794.6","2507.04"
"65","2011","5","Karnataka","Kolar","10.82","27.11","2505.55"
"708","2013","8","Orissa","Koraput","446.81","1119.39","2505.29"
"186","2015","4","Haryana","Rohtak","188.46","471.78","2503.34"
"7","2017","6","Madhya Pradesh","Jabalpur","210.2","526.17","2503.19"
"220","2017","12","Uttar Pradesh","Ballia","115.87","290.02","2503.0"
"89","2016","11","Tamil Nadu","Thanjavur","541.98","1356.07","2502.07"
"38","2014","6","Madhya Pradesh","Raisen","137.0","342.67","2501.24"
"130","2011","3","Gujarat","Junagadh","0.2","0.5","2500.0"
"162","2016","10","Rajasthan","Sirohi","0.0","0.0","2500.0"
"163","2017","10","Rajasthan","Tonk","0.0","0.0","2500.0"
"658","2008","19","Kerala","Palakkad","96.19","240.14","2496.52"
"26","2009","6","Madhya Pradesh","Morena","10.1","25.2","2495.05"
"227","2012","12","Uttar Pradesh","Rae-Bareily","135.76","338.49","2493.24"
"658","2010","19","Kerala","Palakkad","87.51","218.16","2492.97"
"61","2011","20","Telangana","Khammam","165.31","411.69","2490.41"
"913","2014","15","Jharkhand","Hazaribagh","116.67","290.1","2486.47"
"203","2010","12","Uttar Pradesh","Pilibhit","162.79","404.65","2485.72"
"209","2016","12","Uttar Pradesh","Fatehpur","86.79","215.67","2485.0"
"23","2015","6","Madhya Pradesh","Shivpuri","11.0","27.33","2484.55"
"8","2016","6","Madhya Pradesh","Balaghat","272.0","675.33","2482.83"
"219","2017","12","Uttar Pradesh","Ghazipur","154.82","384.25","2482.0"
"633","2008","18","Himachal Pradesh","Solan","4.26","10.57","2481.22"
"82","2012","5","Karnataka","Kodagu / Coorg","31.37","77.78","2479.44"
"609","2017","17","Assam","Nagaon","286.16","709.39","2478.97"
"71","2009","5","Karnataka","Chickmagalur","43.64","108.17","2478.69"
"131","2013","3","Gujarat","Kheda","228.11","565.12","2477.4"
"905","2013","2","Bihar","Purnea","414.1","1025.81","2477.2"
"198","2017","12","Uttar Pradesh","Etah","28.79","71.3","2476.44"
"96","2014","7","Maharashtra","Thane","132.8","328.7","2475.15"
"131","2012","3","Gujarat","Kheda","179.4","443.9","2474.36"
"69","2008","5","Karnataka","Hassan","53.15","131.49","2473.94"
"208","2015","12","Uttar Pradesh","Kanpur","69.58","172.09","2473.27"
"69","2011","5","Karnataka","Hassan","48.87","120.86","2473.09"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","182.0","450.0","2472.53"
"817","2008","13","West Bengal","Purulia","301.0","744.2","2472.43"
"71","2008","5","Karnataka","Chickmagalur","43.79","108.26","2472.25"
"127","2015","3","Gujarat","Valsad","118.98","294.03","2471.26"
"657","2011","19","Kerala","Malappuram","7.53","18.58","2467.46"
"52","2011","1","Andhra Pradesh","Ananthapur","48.67","120.07","2467.02"
"65","2012","5","Karnataka","Kolar","7.2","17.76","2466.67"
"223","2011","12","Uttar Pradesh","Basti","355.31","876.12","2465.79"
"127","2010","3","Gujarat","Valsad","155.6","383.6","2465.3"
"651","2010","19","Kerala","Alappuzha","37.06","91.33","2464.38"
"127","2011","3","Gujarat","Valsad","149.6","368.4","2462.57"
"137","2011","3","Gujarat","Surat","121.2","298.4","2462.05"
"199","2017","12","Uttar Pradesh","Bareilly","145.23","357.42","2460.99"
"107","2015","7","Maharashtra","Kolhapur","112.4","276.6","2460.85"
"20","2017","6","Madhya Pradesh","Satna","132.0","324.8","2460.61"
"44","2015","1","Andhra Pradesh","Srikakulam","270.13","664.52","2459.96"
"605","2017","17","Assam","Kamrup","427.41","1051.16","2459.38"
"58","2017","20","Telangana","Mahabubnagar","170.82","420.07","2459.12"
"231","2009","12","Uttar Pradesh","Faizabad","210.46","517.46","2458.71"
"800","2011","13","West Bengal","24 Parganas","610.43","1500.62","2458.3"
"194","2016","12","Uttar Pradesh","Aligarh","101.27","248.94","2458.22"
"223","2012","12","Uttar Pradesh","Basti","356.77","876.76","2457.49"
"216","2010","12","Uttar Pradesh","Varanasi","184.99","454.49","2456.84"
"209","2012","12","Uttar Pradesh","Fatehpur","77.16","189.52","2456.19"
"26","2016","6","Madhya Pradesh","Morena","19.0","46.66","2455.79"
