"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"117","2017","7","Maharashtra","Wardha","25500.0","4904.0","15637.0","5436.0","13914.0","2512.0","55051.0","12852.0"
"118","2008","7","Maharashtra","Nagpur","20056.0","10197.0","15845.0","7915.0","4648.0","3282.0","40549.0","21394.0"
"118","2009","7","Maharashtra","Nagpur","22335.0","15036.0","23224.0","6838.0","3360.0","2361.0","48919.0","24235.0"
"118","2010","7","Maharashtra","Nagpur","20120.0","20967.0","20594.0","12429.0","5512.0","4969.0","46226.0","38365.0"
"118","2011","7","Maharashtra","Nagpur","21745.0","20111.0","19409.0","12446.0","3718.0","5328.0","44872.0","37885.0"
"118","2012","7","Maharashtra","Nagpur","23529.0","18302.0","14755.0","8184.0","3968.0","3061.0","42252.0","29547.0"
"118","2013","7","Maharashtra","Nagpur","23030.0","19718.0","11643.0","8419.0","3854.0","2351.0","38527.0","30488.0"
"118","2014","7","Maharashtra","Nagpur","25072.0","19155.0","15821.0","7164.0","6480.0","3224.0","47373.0","29543.0"
"118","2015","7","Maharashtra","Nagpur","30787.0","22160.0","19483.0","12409.0","6929.0","2321.0","57199.0","36890.0"
"118","2016","7","Maharashtra","Nagpur","25516.0","16951.0","12977.0","8352.0","5969.0","2286.0","44462.0","27589.0"
"118","2017","7","Maharashtra","Nagpur","33374.0","17293.0","19715.0","10607.0","8459.0","2414.0","61548.0","30314.0"
"119","2008","7","Maharashtra","Bhandara","25139.0","3459.0","7175.0","1881.0","866.0","485.0","33180.0","5825.0"
"119","2009","7","Maharashtra","Bhandara","22830.0","5995.0","13533.0","4032.0","735.0","1095.0","37098.0","11122.0"
"119","2010","7","Maharashtra","Bhandara","26499.0","9404.0","15270.0","4311.0","3788.0","897.0","45557.0","14612.0"
"119","2011","7","Maharashtra","Bhandara","23475.0","11695.0","11644.0","6491.0","804.0","1689.0","35923.0","19875.0"
"119","2012","7","Maharashtra","Bhandara","24853.0","8533.0","12862.0","4391.0","3293.0","909.0","41008.0","13833.0"
"119","2013","7","Maharashtra","Bhandara","28278.0","10842.0","9982.0","7014.0","2668.0","496.0","40928.0","18352.0"
"119","2014","7","Maharashtra","Bhandara","26008.0","12006.0","12493.0","6113.0","2527.0","755.0","41028.0","18874.0"
"119","2015","7","Maharashtra","Bhandara","31014.0","15084.0","11936.0","9348.0","1438.0","766.0","44388.0","25198.0"
"119","2016","7","Maharashtra","Bhandara","41203.0","13648.0","15100.0","9704.0","2798.0","853.0","59101.0","24205.0"
"119","2017","7","Maharashtra","Bhandara","29421.0","9745.0","11012.0","6276.0","1578.0","466.0","42011.0","16487.0"
"120","2008","7","Maharashtra","Chandrapur","28525.0","4084.0","11635.0","2544.0","2913.0","628.0","43073.0","7256.0"
"120","2009","7","Maharashtra","Chandrapur","29795.0","5037.0","22292.0","3042.0","3765.0","2804.0","55852.0","10883.0"
"120","2010","7","Maharashtra","Chandrapur","30256.0","14343.0","24196.0","5342.0","5331.0","1555.0","59783.0","21240.0"
"120","2011","7","Maharashtra","Chandrapur","28179.0","17942.0","13838.0","10941.0","1368.0","4058.0","43385.0","32941.0"
"120","2012","7","Maharashtra","Chandrapur","33414.0","12933.0","17357.0","4512.0","5212.0","1184.0","55983.0","18629.0"
"120","2013","7","Maharashtra","Chandrapur","34958.0","10415.0","9395.0","9355.0","3101.0","934.0","47454.0","20704.0"
"120","2014","7","Maharashtra","Chandrapur","36765.0","13866.0","16972.0","8039.0","5214.0","1892.0","58951.0","23797.0"
"120","2015","7","Maharashtra","Chandrapur","43916.0","15233.0","16589.0","11442.0","4036.0","2541.0","64541.0","29216.0"
"120","2016","7","Maharashtra","Chandrapur","42948.0","11506.0","15648.0","8247.0","3395.0","1295.0","61989.0","21048.0"
"120","2017","7","Maharashtra","Chandrapur","47331.0","8975.0","20371.0","6840.0","5670.0","1208.0","73372.0","17023.0"
